State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
Alabama,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 50,2020,Medicaid,Administrative,53.7,42,53.7,49.6,55.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles. ,Yes
Alabama,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51 to 64,2020,Medicaid,Administrative,53.3,42,54.6,50.7,57.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles. ,Yes
Alabama,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64,2020,Medicaid,Administrative,53.6,42,53.7,50.9,56.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles. ,Yes
Alabama,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18 to 85,CBP-AD,Higher rates are better for this measure,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled: Ages 18 to 64,2020,Medicaid,Administrative,11,33,59.2,52.6,64.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles. State attributes lower rate to missing information about blood pressure results in administrative data.,Yes
Alabama,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Higher rates are better for this measure,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6 to 9,2020,Medicaid only,Administrative,23.3,35,23.9,21.8,27.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Medicaid rate includes FFS and PCCM populations.,Yes
Alabama,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Higher rates are better for this measure,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6 to 9,2020,CHIP only,Administrative,20.8,35,23.9,21.8,27.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rate includes separate CHIP population. Rate excludes children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rate.,No
Alabama,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2020,Medicaid only,Administrative,42.3,50,41.5,35.5,44.5,,"Mathematica analysis of FFY 2020 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 2, 2021.",None,Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2020,CHIP only,Administrative,NR,33,5,2.7,9.2,NR = State did not report the measure for this population.,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rates include separate CHIP population. Rates exclude children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rates. State was unable to report the Most or Moderately Effective Method of Contraception 3-day Postpartum rate and the LARC 3-day Postpartum rate for FFY 2020.,No
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2020,CHIP only,Administrative,NR,29,2.1,1.2,3.7,NR = State did not report the measure for this population.,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rates include separate CHIP population. Rates exclude children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rates. State was unable to report the Most or Moderately Effective Method of Contraception 3-day Postpartum rate and the LARC 3-day Postpartum rate for FFY 2020.,No
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2020,Medicaid only,Administrative,32.9,37,30,21.2,32.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Medicaid rates include FFS and PCCM populations. ,Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2020,Medicaid only,Administrative,2.6,37,4.3,3.3,5.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Medicaid rates include FFS and PCCM populations. ,Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 15 to 20,2020,CHIP only,Administrative,1.7,37,30,21.2,32.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rates include separate CHIP population. Rates exclude children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rates.,No
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: All Women Ages 15 to 20,CCW-CH,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 15 to 20,2020,CHIP only,Administrative,1.4,37,4.3,3.3,5.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rates include separate CHIP population. Rates exclude children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rates.,No
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,4.5,33,5,2.7,9.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Medicaid rates include FFS and PCCM populations. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to identify deliveries for the denominator.",Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,49.6,36,43.9,35.6,48.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Medicaid rates include FFS and PCCM populations. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to identify deliveries for the denominator.",Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,1.4,29,2.1,1.2,3.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Medicaid rates include FFS and PCCM populations. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to identify deliveries for the denominator.",Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2020,Medicaid only,Administrative,13.7,36,16.4,12.4,20.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Medicaid rates include FFS and PCCM populations. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to identify deliveries for the denominator.",Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2020,CHIP only,Administrative,48,36,43.9,35.6,48.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rates include separate CHIP population. Rates exclude children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rates. State was unable to report the Most or Moderately Effective Method of Contraception 3-day Postpartum rate and the LARC 3-day Postpartum rate for FFY 2020.,No
Alabama,Maternal and Perinatal Health,Child Core Set,Contraceptive Care: Postpartum Women Ages 15 to 20,CCP-CH,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 15 to 20,2020,CHIP only,Administrative,32,36,16.4,12.4,20.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",CHIP rates include separate CHIP population. Rates exclude children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rates. State was unable to report the Most or Moderately Effective Method of Contraception 3-day Postpartum rate and the LARC 3-day Postpartum rate for FFY 2020.,No
Alabama,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Higher rates are better for this measure,"Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the enrollment start date, or within 42 Days of Enrollment in Medicaid or CHIP",2020,Medicaid only,Administrative,46.2,40,84.4,76.7,88.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Medicaid rate includes FFS and PCCM populations.,Yes
Alabama,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Higher rates are better for this measure,"Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the enrollment start date, or within 42 Days of Enrollment in Medicaid or CHIP",2020,CHIP only,Administrative,64.6,40,84.4,76.7,88.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","CHIP rate includes separate CHIP population. Rate excludes children enrolled in Medicaid-expansion CHIP; these children are included in the state's Medicaid rate. Rate was calculated using CHIP claims data matched with state vital records. Markers of prenatal care are not available in claims data, so the state used the month of gestation when prenatal care began, as recorded in state vital records, to determine whether prenatal care began during the first trimester. ",No
Alabama,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Most Effective or Moderately Effective Method of Contraception: Ages 21 to 44,2020,Medicaid,Administrative,29,31,24.5,23,28.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles.,Yes
Alabama,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: All Women Ages 21 to 44,CCW-AD,Higher rates are better for this measure,Percentage of Women at Risk for Unintended Pregnancy Provided a Long-Acting Reversible Method of Contraception: Ages 21 to 44,2020,Medicaid,Administrative,3.6,31,5.1,3.6,6.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles.,Yes
Alabama,Maternal and Perinatal Health,Adult Core Set,Contraceptive Care: Postpartum Women Ages 21 to 44,CCP-AD,Higher rates are better for this measure,Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21 to 44,2020,Medicaid,Administrative,6.4,33,11.9,8.7,13,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles. State used hospital claims data, case management data, and maternity claims data in addition to the measure value set to capture the number of deliveries. ",Yes
